DATE,revenue,tv_S_adstock_norm_sat,ooh_S_adstock_norm_sat,print_S_adstock_norm_sat,facebook_S_adstock_norm_sat,search_S_adstock_norm_sat,competitor_sales_norm,is_holiday,is_christmas,is_new_year,is_easter_monday,is_whit_monday,is_labor_day,is_week_25,is_week_57,is_week_73,is_week_75,is_week_109,is_week_123,event1,event2,August,December,February,January,July,June,March,May,November,October,September
2018-01-29,1862458.33333333,0.1835989133613225,0.011219080013641154,0.3111598601154483,0.0017415952815603211,0.76078836703788,0.0884136382360888,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
2018-02-05,1975951.66666667,0.05901051806350133,0.0015509098050181204,0.5811690748692595,0.23443880956725535,0.7750303421482498,0.44857801787448115,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False
2018-02-12,1827318.33333333,0.0465008049679239,0.07420675183485387,0.06502267525620797,0.021203557914265838,0.4351352311984272,0.1018703982835431,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False
2018-02-19,1656268.33333333,0.013416892535965782,0.01085408511444768,0.6574789206904738,0.00153009395325899,0.14694124244446116,-0.07155990053711943,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False
2018-02-26,1703790.0,0.028300386337501166,0.09138244689351824,0.7893005071790267,0.0001083933908165274,0.7380466847591597,-0.20461798889301672,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False
2018-03-05,1488115.0,0.008056113299010348,0.013581456170074665,0.1580716618523862,7.668550987099645e-06,0.7420611803246685,-0.2783370014391569,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2018-03-12,1727330.0,0.2687835206876372,0.19516486361995533,0.8983743352387368,5.424792921608072e-07,0.7387193332340558,-0.34463054628401757,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2018-03-19,1208246.66666667,0.09297264353078905,0.032130319058425755,0.30702390466251017,3.8375155121035156e-08,0.7225247768168188,-0.724730330532786,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2018-03-26,1388960.0,0.1241821793603554,0.18305968694576058,0.43953265017555776,2.714669226990864e-09,0.7273890198371398,-0.6498536071258302,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2018-04-02,2408331.66666667,0.03803495585235331,0.029763463060650305,0.03781795764820908,1.92036455475449e-10,0.7145409445118867,-0.9429769245690478,1,0,0,1,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-04-09,1131721.66666667,0.010905349894592289,0.014334677867976037,0.001966011959536311,1.358471219199094e-11,0.7214515089410056,-0.852577030982911,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-04-16,950015.0,0.003065114276916639,0.001987001095225959,9.871836389564967e-05,0.613561945367161,0.7040581251769241,-1.143963540844605,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-04-23,801298.333333333,0.0008566152874679333,0.3910051594619493,4.94810235805519e-06,0.10097566802033847,0.6730328265116082,-1.4157070899398805,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-04-30,779838.333333334,0.0002390189379731386,0.08079503689017996,2.4799373885162486e-07,0.9202071887849929,0.6551476052062274,-1.442379319734494,1,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-05-07,889546.666666667,6.666306890343692e-05,0.14116849922239222,1.2429132521056754e-08,0.449281355067936,0.6958379559241545,-1.2550005112343758,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2018-05-14,862850.0,1.859021050941782e-05,0.02200740555164048,0.6768948700923982,0.922215664189075,0.33842744696548427,-1.3444598552299625,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2018-05-21,2601601.66666667,4.3930665193376585e-05,0.03336421106028238,0.0950202623127214,0.4561377536501368,0.1026449127691243,-1.1857767369827321,1,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False
2018-05-28,905008.333333334,1.225066500291099e-05,0.004702990879114205,0.5336970338622026,0.44016276081985817,0.6903017241194778,-1.245478713404133,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2018-06-04,910551.666666667,3.4161869309409353e-06,0.000646463544771491,0.05425038023880473,0.052687953957984396,0.6972013294041455,-1.207660802058291,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2018-06-11,923853.333333333,0.0027810514962808724,8.85502670240069e-05,0.611895446415052,0.0039190397924817435,0.6934770017708997,-1.27998033086272,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2018-06-18,982420.0,0.0007770680038309205,0.008039332464272034,0.07323178398343357,0.0002782472858395316,0.7109794207107308,-1.0977207373736615,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2018-06-25,1056811.66666667,0.00021681063961409265,0.0011082746527225332,0.7851663602087574,0.7493675287543714,0.7070785805952775,-1.0466617795088289,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2018-07-02,932326.666666667,0.013729345906383802,0.41680981035928044,0.15481444006438974,0.17458159039510604,0.6796795609411446,-1.3020665972099261,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-07-09,1126221.66666667,0.0038667784199971455,0.08912320745143626,0.807257179501094,0.874538110397209,0.7062049938361528,-0.9565041413841883,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-07-16,1140006.66666667,0.010493299022079034,0.14432679457723208,0.17349243394071087,0.330251819183417,0.7065804193265477,-0.9400751674176997,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-07-23,1479303.33333333,0.018462084506735272,0.02256982664385484,0.601581559209692,0.03370618769585765,0.7350719757282942,-0.44971778044911337,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-07-30,1647193.33333333,0.005217708656865846,0.0031511945929709392,0.07035157449442811,0.0024614831678692033,0.7465738965752463,-0.020971941338462818,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-08-06,2009478.33333333,0.021342714212812454,0.18699261896568442,0.6948060777977423,0.0001745252043346508,0.7581469574451501,0.2448093244365222,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2018-08-13,1523443.33333333,0.006044551194555335,0.030525978906154504,0.10241494604559476,0.7827298753753886,0.41209313225533695,-0.24260287312666287,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2018-08-20,1420118.33333333,0.3298740246324417,0.2602357679540772,0.005686057633485251,0.20308977427054714,0.13549933861038993,-0.6415474298284738,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2018-08-27,1673551.66666667,0.12069990121906399,0.04594623771396904,0.00028652549659576146,0.786603083453873,0.7519947350805446,0.001751331401522147,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2018-09-03,2061091.66666667,0.09138831191416982,0.14949366607883166,0.11030873063975202,0.20682509416903325,0.767361185074815,0.41470954616386835,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-09-10,2144110.0,0.02728207393964836,0.023497520576161758,0.08403897116584806,0.018111859475636285,0.7744702692751732,0.7719470744596818,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-09-17,2058653.33333333,0.0077604183810282435,0.07559174550078833,0.7697339195831356,0.7285768090284018,0.7651125982868139,0.4841601332977893,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-09-24,2208345.0,0.002842089333292245,0.05931582430141916,0.1434960726722422,0.15958403619362926,0.7773735142627712,0.8423097389287181,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-10-01,2603008.33333333,0.8078701131909445,0.04732771777266301,0.3973417404973072,0.3956482969152905,0.7880723451382128,1.1326017559882737,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-10-08,2313193.33333333,0.5397076065508745,0.006755100651475465,0.40544740349101893,0.6120240491107296,0.7828452252196321,1.0002178327314009,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-10-15,2813106.66666667,0.5743835147721448,0.10540796285994218,0.20000078880765385,0.6689925149960269,0.7909233480489125,1.3638181862459944,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-10-22,2665110.0,0.27342677561670875,0.015874581658095955,0.012374690920523151,0.12508773012272936,0.79565844814618,1.621839555963491,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-10-29,2947875.0,0.27842178756750835,0.0022034200616032973,0.3179380924640548,0.8721580587321744,0.7976159755534512,1.6165403383884114,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-11-05,2768941.66666667,0.09714408854518643,0.3525538272334671,0.2522290405023865,0.3255098896831554,0.7991037182946277,1.6621775032056143,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2018-11-12,2666240.0,0.41728776406060414,0.06937454402467806,0.016624397787031262,0.8839719002334105,0.47074242345214984,1.1681375436739252,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2018-11-19,2559550.0,0.16645239443917864,0.10047330324298118,0.0008465618243913463,0.3502029373027747,0.16589139484818474,1.4138120887253247,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2018-11-26,2653766.66666667,0.43591575636709207,0.015060849622912473,0.8555267804248587,0.8571049909883913,0.8054104137935268,0.9645667082822083,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2018-12-03,2144703.33333333,0.17728975156353946,0.08828483231566073,0.22886389917245992,0.2979058726832035,0.7991472704939062,0.7524648130332598,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False
2018-12-10,2451681.66666667,0.05668542348233987,0.013083108611079846,0.6608116152104252,0.029141142971154364,0.8078610484947228,1.1829590416598483,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False
2018-12-17,2469486.66666667,0.016480707792161008,0.013903280401376833,0.08895614972556672,0.0021188298014691337,0.8071976030026423,1.292203225118427,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False
2018-12-24,3208150.0,0.8232285849094323,0.0019264766552252743,0.704545404875493,0.8874084359010733,0.8143198698551701,1.248715474296252,1,1,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False
2018-12-31,2746851.66666667,0.7837394485923934,0.000264173907151362,0.1067551332586055,0.35796637552564514,0.8023453968571402,0.8570718795007685,1,0,1,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False
2019-01-07,2566165.0,0.5026321338008739,5.8488461265783415e-05,0.14417188582272678,0.5301673766514287,0.8136041063738318,1.4285583041375556,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
2019-01-14,2554828.33333333,0.3125528975200174,8.007474575740076e-06,0.12018118015449904,0.07392364727970491,0.8109311217379259,1.2014196799548211,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
2019-01-21,1959706.66666667,0.11251798136408778,0.018217261387533313,0.41983836641303884,0.6900919772168709,0.7985239449099499,0.4157678454209624,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
2019-01-28,2424486.66666667,0.2252249404946417,0.002533782553554911,0.03499940796201868,0.13608545387304122,0.8050753889223788,0.9061898981900277,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
2019-02-04,1953060.0,0.07498393859507184,0.00034763507741689923,0.5358559282751973,0.011020341157155895,0.7987657466263811,0.4140498584828617,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False
2019-02-11,2086935.0,0.07176119826515258,4.760552584292975e-05,0.2452137341847947,0.6134566027554689,0.4702182735001551,0.46076124771697824,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False
2019-02-18,1675816.66666667,0.02110304223294583,6.517464279615965e-06,0.09231698378204736,0.10093534481327467,0.165600475139421,0.02421063255298434,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False
2019-02-25,1976413.33333333,0.058056770231295844,0.023165389778745406,0.10025893878975094,0.007879227666987856,0.7831900010411634,0.26091062617521016,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False
2019-03-04,1480760.0,0.016896834998058687,0.0032360434688921192,0.005553757005525991,0.0005614898974490764,0.7707337166693722,-0.29178217955219704,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2019-03-11,1425500.0,0.013248198730085677,0.0004442551685128098,0.0002798233940575186,3.974068676936412e-05,0.7619334798265996,-0.45396545489550727,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2019-03-18,1156860.0,0.0037299593849033632,6.084186156812788e-05,1.4028119937478452e-05,0.836458267590609,0.7409094254352725,-0.8295685531079773,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2019-03-25,1252230.0,0.003343959750831128,0.000988630213003126,7.030808310317962e-07,0.2656840155119809,0.7494258412514583,-0.7020649674648718,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2019-04-01,1209373.33333333,0.0009347333218228566,0.00013545906158076001,3.52375372052727e-08,0.725480333836187,0.7487769957234454,-0.7339350729084412,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-04-08,1183801.66666667,0.19151758622191792,0.0002102360567822369,1.766060438287522e-09,0.15750253412015458,0.7437446319301322,-0.9408989325029069,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-04-15,918593.333333333,0.06196350062486944,2.8786539627569387e-05,0.41906816332017527,0.013052086285631342,0.7294993208347793,-1.212003544883001,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-04-22,2303595.0,0.03205263345704558,3.940975191153189e-06,0.03489273994102297,0.5388791651544214,0.7267354059514494,-1.1569275860988568,1,0,0,1,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False
2019-04-29,890675.0,0.009149518200266039,5.395213388267981e-07,0.8219858609784725,0.6713285661124634,0.7163421897656134,-1.3075911799254814,1,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-05-06,989913.333333334,0.006367317300751523,7.386050567933581e-08,0.1879325308886207,0.12624891551278938,0.7401449252922065,-1.117695713593286,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2019-05-13,915791.666666667,0.0017837475394810013,1.0111503872099356e-08,0.3318777666140176,0.844784409850281,0.38908875780604346,-1.2282230788688335,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2019-05-20,746205.0,0.07613072505929681,0.0008188695332888226,0.513422900308848,0.27798600218611685,0.12466131149075839,-1.5862192238687747,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2019-05-27,723785.0,0.02246264684878082,0.0008269605266186657,0.05022767560816253,0.026513912579074865,0.7026204963869259,-1.5082877652600837,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2019-06-03,903125.0,0.006366954122330649,0.00011329175804454106,0.21647738593746485,0.0019229805313099777,0.7245165713818539,-1.2298242813015916,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2019-06-10,672250.0,0.0017836453289640393,1.551115839019239e-05,0.013658043968249127,0.025158629661041914,0.686276406261412,-1.59144943241797,1,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2019-06-17,739783.333333334,0.0004980186482174986,2.123506012438024e-06,0.000693521137839921,0.0018223325822834832,0.6989903364315054,-1.481673445137541,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2019-06-24,831833.333333334,0.002863400544145599,2.9070850591274514e-07,3.478130668262554e-05,0.00012913098596826618,0.7020353620115002,-1.3830238361843168,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2019-07-01,939896.666666667,0.0008001251892629013,3.979800444519245e-08,1.7432522815848e-06,9.135858076020818e-06,0.7273282519183772,-1.1610073224962454,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2019-07-08,946510.0,0.0025914420703508486,5.4483469956957e-09,8.736972352620558e-08,6.462786239965394e-07,0.7245924650055442,-1.1958380599244347,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2019-07-15,1063913.33333333,0.0007239890577419917,0.09789200416500175,4.378859367093183e-09,4.571795679188562e-08,0.7458359620412384,-0.981031300409179,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2019-07-22,1278223.33333333,0.011009141741763801,0.014638206015323165,2.1946284217646304e-10,0.6889494802366818,0.755539163447372,-0.74025591361497,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2019-07-29,1500828.33333333,0.0030945200102076202,0.05257201963757867,1.099919747773295e-11,0.13545925205445325,0.7656128367732851,-0.2682891907542709,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2019-08-05,1843118.33333333,0.018062561099946844,0.007539200011503287,5.512657356042644e-13,0.9339332990672534,0.7767841588519446,0.06502199136428657,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2019-08-12,1443773.33333333,0.005103306163975938,0.038639858891940555,2.7628734902114922e-14,0.5,0.4376160648174895,-0.36425082576220835,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2019-08-19,1397435.0,0.0014283380293768598,0.005472298166592177,0.44204802662788195,0.8963849544163414,0.1482101111097523,-0.4911564940411827,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2019-08-26,1930413.33333333,0.0003987096033242221,0.04550885355866652,0.03819103760871903,0.37964559589200386,0.788535996157138,0.41488617066368433,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2019-09-02,2106968.33333333,0.00013945201697290117,0.006484879638977531,0.8396269521657712,0.7678362014808097,0.7914313064672712,0.5306828335170751,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2019-09-09,2233758.33333333,0.18840277921922402,0.0025870685202250662,0.2078546957292429,0.18960068744379713,0.7971938873663112,0.5968745538552113,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2019-09-16,2575148.33333333,0.06079728940794812,0.005689856328895508,0.8512891555947988,0.495227881151504,0.8092650351473103,1.2443548759893202,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2019-09-23,2510951.66666667,0.1539465875289608,0.000782785524598347,0.22294040622418757,0.06489858156514985,0.8066970012533505,1.0447416841030424,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2019-09-30,2275620.0,0.048289771236788105,0.026893622456687014,0.8933436976830786,0.004885581566450332,0.8028674608468621,0.734531635334732,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2019-10-07,2505161.66666667,0.08846729806847954,0.0037692277985638223,0.29567047021231885,0.9263020023966416,0.8059927187210433,0.9968798227171192,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-10-14,2456240.0,0.026350642979859288,0.03222900679624266,0.8989527692864401,0.4706548930811288,0.8041779421709735,1.0012278739284357,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-10-21,2182825.0,0.07599127048425623,0.004538394906940391,0.308376954342157,0.7874894103903416,0.7982041101332557,0.5615511016338194,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-10-28,2377706.66666667,0.03120408008066581,0.0038582051022411387,0.36752648336902316,0.20769396241096436,0.8055190361676015,1.037980247308175,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-11-04,2732825.0,0.014441400695713844,0.0005299530310058557,0.4652308822352424,0.01820614414389718,0.8172560023684432,1.581747242247068,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2019-11-11,2767788.33333333,0.004069434417328283,7.258376993970515e-05,0.04177990891408258,0.916192739388321,0.5,1.7033812000451964,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
