DATE,TV,OOH,Print,Facebook,Search,Non-media Drivers,Baseline + Non-media,Fitted,Actual
2019-03-04,5136.144678689312,278.7411837023362,644.1304857002132,18.17175228089141,1781.322646649641,-170522.09717066906,1483370.428514725,1491228.9392617473,1480760.0
2019-03-11,4027.065744416975,38.26654763062692,32.45420686306601,1.2861458749771666,1760.9835063669848,-273428.27172867005,1380464.2539567242,1386324.3101078768,1425500.0
2019-03-18,1133.7987882759996,5.240699846952245,1.6269958696065063,27070.678388012733,1712.3926332785425,-511750.4902642125,1142142.0354211817,1172065.7729264658,1156860.0
2019-03-25,1016.4661655248311,85.15706246391133,0.08154404247942719,8598.45232623219,1732.075805343746,-430848.76835000125,1223043.757335393,1234475.9902390002,1252230.0
2019-04-01,284.13164817111436,11.667957965082248,0.004086886036304417,23479.04917083041,1730.5761911342865,-465685.81481093244,1188206.7108744618,1213712.139929449,1209373.33333333
2019-04-08,58215.75646931186,18.10898026794582,0.00020482951752448034,5097.325965520259,1718.9453731262897,-597005.5148080024,1056887.0108773918,1121937.1478704477,1183801.66666667
2019-04-15,18835.095687680638,2.4795693282915057,48603.95932201212,422.4105897699701,1686.021556879638,-808578.9881538333,845313.5375315609,914863.5042572314,918593.333333333
2019-04-22,9743.065064392145,0.3394614751883014,4046.8960927277803,17439.99089388631,1679.6335864709167,616792.5492156531,2270685.074901047,2303594.9999999995,2303595.0
2019-04-29,2781.186489793303,0.046472434027203496,95334.77092065082,21726.510945087433,1655.6127463766754,-841058.9080662606,812833.6176191336,934331.7451934759,890675.0
2019-05-06,1935.4786192525848,0.006362079180895471,21796.609444689722,4085.850927777333,1710.6257176905037,-708732.5462052567,945159.9794801375,974688.5505516267,989913.333333334
2019-05-13,542.2071905231443,0.0008709686953879751,38491.526869016554,27340.141107263105,899.26339129394,-778862.7635190027,875029.7621663915,942302.9015954569,915791.666666667
2019-05-20,23141.51842300604,70.5344860787191,59547.319376144435,8996.587101979478,288.1176890497871,-1006013.2740169088,647879.2516684853,739923.3287447435,746205.0
2019-05-27,6827.9890343309025,71.23141523920664,5825.457803228978,858.0817812985142,1623.8991173538468,-996121.4527928806,657771.0728925136,672977.732043965,723785.0
2019-06-03,1935.3682236125649,9.758545904778618,25107.27127749223,62.234291328659936,1674.505407720583,-763801.2945310407,890091.2311543535,918880.3689004123,903125.0
2019-06-10,542.1761215091511,1.3360755786623868,1584.0740756626053,814.2201453743265,1586.12459516832,-981723.7475752772,672168.778110117,676696.7091234098,672250.0
2019-06-17,151.3831336000937,0.18291119547558174,80.43529936864392,58.976976093606275,1615.5090780968446,-923600.9653733512,730291.560312043,732198.0477103975,739783.333333334
2019-06-24,870.390192569127,0.02504058855494875,4.033971948084212,4.179124681427648,1622.546752598373,-861007.249359601,792885.2763257932,795386.451408179,831833.333333334
2019-07-01,243.21470462309063,0.003428057433308127,0.20218420390340666,0.29566791955666594,1681.0037742854931,-725282.5512017144,928609.9744836797,930534.6942427694,939896.666666667
2019-07-08,787.7227540715857,0.00046930107874021393,0.010133230963189948,0.020915808304043767,1674.680813347315,-747382.8444544058,906509.6812309884,908972.1163167479,946510.0
2019-07-15,220.0715427935229,8432.06631129973,0.0005078646415628647,0.0014795909764095119,1723.778863095604,-611086.7815951275,1042805.7440902666,1053181.6627949113,1063913.33333333
2019-07-22,3346.457770369027,1260.8825904884245,2.5453527582071145e-05,22296.784582926553,1746.204938452008,-458313.4828054315,1195579.0428799628,1224229.3727876523,1278223.33333333
2019-07-29,940.6437646666684,4528.36530914033,1.2756983077573078e-06,4383.9292277060695,1769.4872498940765,-158848.01779085942,1495044.5078945349,1506666.9334472176,1500828.33333333
2019-08-05,5490.491390112501,649.3996621419112,6.393637058145578e-08,30225.307052950662,1795.306451236049,61618.481532603386,1715511.0072179977,1753671.5117745025,1843118.33333333
2019-08-12,1551.2561258270434,3328.2989271210736,3.204409269990471e-09,16181.726833777939,1011.4198846337674,-210757.4669658744,1443135.0587195198,1465207.760490883,1443773.33333333
2019-08-19,434.17307263733903,471.3641467400406,51269.187652850116,29010.11294054745,342.54376274486486,-291279.80704484845,1362612.7186405458,1444140.1002160653,1397435.0
2019-08-26,121.19608244332186,3919.9695034448678,4429.43607000138,12286.642652742506,1822.4673415393122,283609.2153512656,1937501.7410366598,1960081.4526868311,1930413.33333333
2019-09-02,42.389343033186194,558.5842848256368,97380.80293527628,24849.831330896282,1829.1589935495626,348703.3638637041,2002595.8895490982,2127256.6564366794,2106968.33333333
2019-09-09,57268.946051037165,222.84080809750463,24107.202742563863,6136.133063424071,1842.4774920615646,390702.3721646028,2044594.897849997,2134172.498007181,2233758.33333333
2019-09-16,18480.601515446233,490.1038269289833,98733.39735948316,16027.284586528569,1870.37637392996,801532.1751227762,2455424.7008081703,2591026.464470487,2575148.33333333
2019-09-23,46795.26943537643,67.4263389256282,25856.859059643102,2100.3422375738214,1864.441124395993,674876.5139589055,2328769.0396442995,2405453.377840215,2510951.66666667
2019-09-30,14678.681043014894,2316.5202290027137,103610.92667779345,158.11429266487934,1855.5902762952812,438490.42750846094,2092382.953193855,2215002.7857126263,2275620.0
2019-10-07,26891.476555499852,324.6677704781029,34292.16715739925,29978.331936727944,1862.8133839750083,632525.6955917581,2286418.221277152,2379767.6780812326,2505161.66666667
2019-10-14,8009.826380892989,2776.0911094964154,104261.47260780184,15232.017825639577,1858.619065629604,635284.5578480032,2289177.0835333974,2421315.110522858,2456240.0
2019-10-21,23099.128302394936,390.9210678502704,35765.87833812811,25485.877046858717,1844.8123226963207,356307.2429363857,2010199.76862178,2096786.3856997082,2182825.0
2019-10-28,9485.1296043384,332.3319564471944,42626.10193507432,6721.693929518335,1861.7186070870644,658604.1396139432,2312496.6652993374,2373523.641331803,2377706.66666667
2019-11-04,4389.764316490801,45.648254292384784,53957.95924070121,589.2137024658575,1888.845127238368,1003627.2696599446,2657519.795345339,2718391.2259865273,2732825.0
2019-11-11,1236.9892900201053,6.252105741180963,4845.677078518541,29651.161271745023,1155.6018687928954,1080804.6806282392,2734697.2063136334,2771592.887928451,2767788.33333333
